id;calle_principal;dia;hora;plan;tiempo;velocidad;tiempo_entre_largo;DCA;nivel_congestion;infeccion;id_arco_id
14931;Avenida José Pedro Alessandri;Wednesday;19:00;P5;124.54;12.14;296.5;106.5;5;2;35
14932;Avenida José Pedro Alessandri;Wednesday;19:15;P5;136.23;11.1;324.4;134.4;5;2;35
14933;Avenida José Pedro Alessandri;Wednesday;19:30;P5;133.77;11.3;318.5;128.5;5;2;35
14934;Avenida José Pedro Alessandri;Wednesday;19:45;P5;140.4;10.77;334.3;144.3;5;2;35
14935;Avenida José Pedro Alessandri;Wednesday;20:00;P5;139.25;10.86;331.5;141.5;5;2;35
14936;Avenida José Pedro Alessandri;Wednesday;20:15;P5;155.07;9.75;369.2;179.2;5;2;35
14937;Avenida José Pedro Alessandri;Wednesday;20:30;P5;185.11;8.17;440.7;250.7;5;2;35
14938;Avenida José Pedro Alessandri;Wednesday;20:45;P5;187.07;8.08;445.4;255.4;5;2;35
14939;Avenida José Pedro Alessandri;Wednesday;21:00;P6;161.22;9.38;383.9;193.9;5;2;35
14940;Avenida José Pedro Alessandri;Wednesday;21:15;P6;103.57;14.6;246.6;56.6;4;2;35
14941;Avenida José Pedro Alessandri;Wednesday;21:30;P6;76.75;19.7;182.7;0;2;1;35
14942;Avenida José Pedro Alessandri;Wednesday;21:45;P6;59.33;25.48;141.3;0;2;1;35
14943;Avenida José Pedro Alessandri;Thursday;6:30;P8;32.9;45.96;78.3;0;1;0;35
14944;Avenida José Pedro Alessandri;Thursday;6:45;P8;39.78;38.01;94.7;0;1;0;35
14945;Avenida José Pedro Alessandri;Thursday;7:00;P31;33;45.82;78.6;0;1;0;35
14946;Avenida José Pedro Alessandri;Thursday;7:15;P31;34;44.47;81;0;1;0;35
14947;Avenida José Pedro Alessandri;Thursday;7:30;P1;NULL;NULL;NULL;NULL;;;35
14948;Avenida José Pedro Alessandri;Thursday;7:45;P1;NULL;NULL;NULL;NULL;;;35
14949;Avenida José Pedro Alessandri;Thursday;8:00;P1;NULL;NULL;NULL;NULL;;;35
14950;Avenida José Pedro Alessandri;Thursday;8:15;P1;NULL;NULL;NULL;NULL;;;35
14951;Avenida José Pedro Alessandri;Thursday;8:30;P1;NULL;NULL;NULL;NULL;;;35
14952;Avenida José Pedro Alessandri;Thursday;8:45;P1;NULL;NULL;NULL;NULL;;;35
14953;Avenida José Pedro Alessandri;Thursday;9:00;P2;NULL;NULL;NULL;NULL;;;35
14954;Avenida José Pedro Alessandri;Thursday;9:15;P2;NULL;NULL;NULL;NULL;;;35
14955;Avenida José Pedro Alessandri;Thursday;9:30;P2;NULL;NULL;NULL;NULL;;;35
14956;Avenida José Pedro Alessandri;Thursday;9:45;P2;NULL;NULL;NULL;NULL;;;35
14957;Avenida José Pedro Alessandri;Thursday;10:00;P31;49.18;30.74;117.1;0;2;0;35
14958;Avenida José Pedro Alessandri;Thursday;10:15;P31;52.64;28.72;125.3;0;2;0;35
14959;Avenida José Pedro Alessandri;Thursday;10:30;P31;54.92;27.53;130.8;0;2;0;35
14960;Avenida José Pedro Alessandri;Thursday;10:45;P31;52.4;28.85;124.8;0;2;0;35
14961;Avenida José Pedro Alessandri;Thursday;11:00;P31;51.86;29.16;123.5;0;2;0;35
14962;Avenida José Pedro Alessandri;Thursday;11:15;P31;49.2;30.73;117.1;0;2;0;35
14963;Avenida José Pedro Alessandri;Thursday;11:30;P31;49.67;30.44;118.3;0;2;0;35
14964;Avenida José Pedro Alessandri;Thursday;11:45;P31;53.91;28.05;128.4;0;2;0;35
14965;Avenida José Pedro Alessandri;Thursday;12:00;P31;50.25;30.09;119.6;0;2;0;35
14966;Avenida José Pedro Alessandri;Thursday;12:15;P31;51.2;29.53;121.9;0;2;0;35
14967;Avenida José Pedro Alessandri;Thursday;12:30;P31;49.29;30.68;117.3;0;2;0;35
14968;Avenida José Pedro Alessandri;Thursday;12:45;P31;48.58;31.12;115.7;0;2;0;35
14969;Avenida José Pedro Alessandri;Thursday;13:00;P31;49.5;30.55;117.9;0;2;0;35
14970;Avenida José Pedro Alessandri;Thursday;13:15;P31;51.08;29.6;121.6;0;2;0;35
14971;Avenida José Pedro Alessandri;Thursday;13:30;P31;53.42;28.31;127.2;0;2;0;35
14972;Avenida José Pedro Alessandri;Thursday;13:45;P31;50.38;30.01;120;0;2;0;35
14973;Avenida José Pedro Alessandri;Thursday;14:00;P31;55.09;27.45;131.2;0;2;0;35
14974;Avenida José Pedro Alessandri;Thursday;14:15;P31;66.8;22.63;159;0;2;0;35
14975;Avenida José Pedro Alessandri;Thursday;14:30;P31;52.25;28.94;124.4;0;2;0;35
14976;Avenida José Pedro Alessandri;Thursday;14:45;P31;52.53;28.78;125.1;0;2;0;35
14977;Avenida José Pedro Alessandri;Thursday;15:00;P31;51.17;29.55;121.8;0;2;0;35
14978;Avenida José Pedro Alessandri;Thursday;15:15;P31;63.22;23.92;150.5;0;2;0;35
14979;Avenida José Pedro Alessandri;Thursday;15:30;P31;59;25.63;140.5;0;2;0;35
14980;Avenida José Pedro Alessandri;Thursday;15:45;P31;49.25;30.7;117.3;0;2;0;35
14981;Avenida José Pedro Alessandri;Thursday;16:00;P31;51.83;29.17;123.4;0;2;0;35
14982;Avenida José Pedro Alessandri;Thursday;16:15;P31;50.25;30.09;119.6;0;2;0;35
14983;Avenida José Pedro Alessandri;Thursday;16:30;P31;49;30.86;116.7;0;2;0;35
14984;Avenida José Pedro Alessandri;Thursday;16:45;P31;51.83;29.17;123.4;0;2;0;35
14985;Avenida José Pedro Alessandri;Thursday;17:00;P4;49.92;30.29;118.8;0;2;0;35
14986;Avenida José Pedro Alessandri;Thursday;17:15;P4;48.25;31.34;114.9;0;2;0;35
14987;Avenida José Pedro Alessandri;Thursday;17:30;P4;57.67;26.22;137.3;0;2;0;35
14988;Avenida José Pedro Alessandri;Thursday;17:45;P4;60.2;25.12;143.3;0;2;0;35
14989;Avenida José Pedro Alessandri;Thursday;18:00;P4;82.3;18.37;196;6;3;0;35
14990;Avenida José Pedro Alessandri;Thursday;18:15;P4;90.7;16.67;216;26;3;0;35
14991;Avenida José Pedro Alessandri;Thursday;18:30;P4;104.25;14.5;248.2;58.2;4;2;35
14992;Avenida José Pedro Alessandri;Thursday;18:45;P4;87.73;17.24;208.9;18.9;3;1;35
14993;Avenida José Pedro Alessandri;Thursday;19:00;P5;98.43;15.36;234.4;44.4;3;1;35
14994;Avenida José Pedro Alessandri;Thursday;19:15;P5;108.33;13.96;257.9;67.9;4;2;35
14995;Avenida José Pedro Alessandri;Thursday;19:30;P5;108.91;13.88;259.3;69.3;4;2;35
14996;Avenida José Pedro Alessandri;Thursday;19:45;P5;73.12;20.68;174.1;0;2;1;35
14997;Avenida José Pedro Alessandri;Thursday;20:00;P5;83.07;18.2;197.8;7.8;3;1;35
14998;Avenida José Pedro Alessandri;Thursday;20:15;P5;87.33;17.31;207.9;17.9;3;1;35
14999;Avenida José Pedro Alessandri;Thursday;20:30;P5;80.45;18.79;191.6;1.6;3;1;35
15000;Avenida José Pedro Alessandri;Thursday;20:45;P5;81.08;18.65;193;3;3;1;35
15001;Avenida José Pedro Alessandri;Thursday;21:00;P6;84.91;17.81;202.2;12.2;3;1;35
15002;Avenida José Pedro Alessandri;Thursday;21:15;P6;64.85;23.32;154.4;0;2;1;35
15003;Avenida José Pedro Alessandri;Thursday;21:30;P6;59.33;25.48;141.3;0;2;1;35
15004;Avenida José Pedro Alessandri;Thursday;21:45;P6;56.91;26.57;135.5;0;2;1;35
15005;Avenida José Pedro Alessandri;Friday;6:30;P8;31.92;47.37;76;0;1;0;35
15006;Avenida José Pedro Alessandri;Friday;6:45;P8;33.36;45.32;79.4;0;1;0;35
15007;Avenida José Pedro Alessandri;Friday;7:00;P31;33.62;44.98;80;0;1;0;35
15008;Avenida José Pedro Alessandri;Friday;7:15;P31;37.38;40.44;89;0;1;0;35
15009;Avenida José Pedro Alessandri;Friday;7:30;P1;NULL;NULL;NULL;NULL;;;35
15010;Avenida José Pedro Alessandri;Friday;7:45;P1;NULL;NULL;NULL;NULL;;;35
15011;Avenida José Pedro Alessandri;Friday;8:00;P1;NULL;NULL;NULL;NULL;;;35
15012;Avenida José Pedro Alessandri;Friday;8:15;P1;NULL;NULL;NULL;NULL;;;35
15013;Avenida José Pedro Alessandri;Friday;8:30;P1;NULL;NULL;NULL;NULL;;;35
15014;Avenida José Pedro Alessandri;Friday;8:45;P1;NULL;NULL;NULL;NULL;;;35
15015;Avenida José Pedro Alessandri;Friday;9:00;P2;NULL;NULL;NULL;NULL;;;35
15016;Avenida José Pedro Alessandri;Friday;9:15;P2;NULL;NULL;NULL;NULL;;;35
15017;Avenida José Pedro Alessandri;Friday;9:30;P2;NULL;NULL;NULL;NULL;;;35
15018;Avenida José Pedro Alessandri;Friday;9:45;P2;NULL;NULL;NULL;NULL;;;35
15019;Avenida José Pedro Alessandri;Friday;10:00;P31;50.25;30.09;119.6;0;2;0;35
15020;Avenida José Pedro Alessandri;Friday;10:15;P31;53.25;28.39;126.8;0;2;0;35
15021;Avenida José Pedro Alessandri;Friday;10:30;P31;57;26.53;135.7;0;2;0;35
15022;Avenida José Pedro Alessandri;Friday;10:45;P31;53.57;28.22;127.6;0;2;0;35
15023;Avenida José Pedro Alessandri;Friday;11:00;P31;47.36;31.92;112.8;0;2;0;35
15024;Avenida José Pedro Alessandri;Friday;11:15;P31;44.83;33.72;106.7;0;1;0;35
15025;Avenida José Pedro Alessandri;Friday;11:30;P31;44.36;34.08;105.6;0;1;0;35
15026;Avenida José Pedro Alessandri;Friday;11:45;P31;46;32.87;109.5;0;1;0;35
15027;Avenida José Pedro Alessandri;Friday;12:00;P31;47.42;31.89;112.9;0;2;0;35
15028;Avenida José Pedro Alessandri;Friday;12:15;P31;48.15;31.4;114.7;0;2;0;35
15029;Avenida José Pedro Alessandri;Friday;12:30;P31;49.38;30.62;117.6;0;2;0;35
15030;Avenida José Pedro Alessandri;Friday;12:45;P31;49.7;30.42;118.3;0;2;0;35
15031;Avenida José Pedro Alessandri;Friday;13:00;P31;53.42;28.31;127.2;0;2;0;35
15032;Avenida José Pedro Alessandri;Friday;13:15;P31;56.91;26.57;135.5;0;2;0;35
15033;Avenida José Pedro Alessandri;Friday;13:30;P31;60.67;24.92;144.4;0;2;0;35
15034;Avenida José Pedro Alessandri;Friday;13:45;P31;59.77;25.3;142.3;0;2;0;35
15035;Avenida José Pedro Alessandri;Friday;14:00;P31;56.31;26.85;134.1;0;2;0;35
15036;Avenida José Pedro Alessandri;Friday;14:15;P31;57.89;26.12;137.8;0;2;0;35
15037;Avenida José Pedro Alessandri;Friday;14:30;P31;53.73;28.14;127.9;0;2;0;35
15038;Avenida José Pedro Alessandri;Friday;14:45;P31;54.4;27.79;129.5;0;2;0;35
15039;Avenida José Pedro Alessandri;Friday;15:00;P31;56.15;26.93;133.7;0;2;0;35
15040;Avenida José Pedro Alessandri;Friday;15:15;P31;56.45;26.78;134.4;0;2;0;35
15041;Avenida José Pedro Alessandri;Friday;15:30;P31;58.33;25.92;138.9;0;2;0;35
15042;Avenida José Pedro Alessandri;Friday;15:45;P31;55.31;27.34;131.7;0;2;0;35
15043;Avenida José Pedro Alessandri;Friday;16:00;P31;53.45;28.29;127.3;0;2;0;35
15044;Avenida José Pedro Alessandri;Friday;16:15;P31;54.54;27.72;129.9;0;2;0;35
15045;Avenida José Pedro Alessandri;Friday;16:30;P31;57.85;26.14;137.7;0;2;0;35
15046;Avenida José Pedro Alessandri;Friday;16:45;P31;71.2;21.24;169.5;0;2;0;35
15047;Avenida José Pedro Alessandri;Friday;17:00;P4;68.55;22.06;163.2;0;2;0;35
15048;Avenida José Pedro Alessandri;Friday;17:15;P4;104.79;14.43;249.5;59.5;4;2;35
15049;Avenida José Pedro Alessandri;Friday;17:30;P4;127.6;11.85;303.8;113.8;5;2;35
15050;Avenida José Pedro Alessandri;Friday;17:45;P4;107.15;14.11;255.1;65.1;4;2;35
15051;Avenida José Pedro Alessandri;Friday;18:00;P4;115.38;13.1;274.7;84.7;4;2;35
15052;Avenida José Pedro Alessandri;Friday;18:15;P4;155.1;9.75;369.3;179.3;5;2;35
15053;Avenida José Pedro Alessandri;Friday;18:30;P4;166.33;9.09;396;206;5;2;35
15054;Avenida José Pedro Alessandri;Friday;18:45;P4;200.54;7.54;477.5;287.5;5;2;35
15055;Avenida José Pedro Alessandri;Friday;19:00;P5;221.69;6.82;527.8;337.8;6;2;35
15056;Avenida José Pedro Alessandri;Friday;19:15;P5;194.27;7.78;462.6;272.6;5;2;35
15057;Avenida José Pedro Alessandri;Friday;19:30;P5;204.73;7.39;487.4;297.4;5;2;35
15058;Avenida José Pedro Alessandri;Friday;19:45;P5;184.18;8.21;438.5;248.5;5;2;35
15059;Avenida José Pedro Alessandri;Friday;20:00;P5;138.64;10.91;330.1;140.1;5;2;35
15060;Avenida José Pedro Alessandri;Friday;20:15;P5;93.15;16.23;221.8;31.8;3;1;35
15061;Avenida José Pedro Alessandri;Friday;20:30;P5;72.9;20.74;173.6;0;2;1;35
15062;Avenida José Pedro Alessandri;Friday;20:45;P5;68.36;22.12;162.8;0;2;1;35
15063;Avenida José Pedro Alessandri;Friday;21:00;P6;59.13;25.57;140.8;0;2;1;35
15064;Avenida José Pedro Alessandri;Friday;21:15;P6;52.67;28.71;125.4;0;2;1;35
15065;Avenida José Pedro Alessandri;Friday;21:30;P6;51.92;29.12;123.6;0;2;1;35
15066;Avenida José Pedro Alessandri;Friday;21:45;P6;52.64;28.72;125.3;0;2;1;35
15067;Avenida José Pedro Alessandri;Saturday;6:30;P8;31.44;48.1;74.9;0;1;0;35
15068;Avenida José Pedro Alessandri;Saturday;6:45;P8;34.64;43.65;82.5;0;1;0;35
15069;Avenida José Pedro Alessandri;Saturday;7:00;P8;37.88;39.91;90.2;0;1;0;35
15070;Avenida José Pedro Alessandri;Saturday;7:15;P8;33;45.82;78.6;0;1;0;35
15071;Avenida José Pedro Alessandri;Saturday;7:30;P8;35.06;43.13;83.5;0;1;0;35
15072;Avenida José Pedro Alessandri;Saturday;7:45;P8;35.23;42.92;83.9;0;1;0;35
15073;Avenida José Pedro Alessandri;Saturday;8:00;P8;32.63;46.34;77.7;0;1;0;35
15074;Avenida José Pedro Alessandri;Saturday;8:15;P8;31.38;48.18;74.7;0;1;0;35
15075;Avenida José Pedro Alessandri;Saturday;8:30;P8;32.17;47.01;76.6;0;1;0;35
15076;Avenida José Pedro Alessandri;Saturday;8:45;P8;34;44.47;81;0;1;0;35
15077;Avenida José Pedro Alessandri;Saturday;9:00;P7;42.13;35.89;100.3;0;1;0;35
15078;Avenida José Pedro Alessandri;Saturday;9:15;P7;46.86;32.27;111.6;0;1;0;35
15079;Avenida José Pedro Alessandri;Saturday;9:30;P7;46.75;32.34;111.3;0;1;0;35
15080;Avenida José Pedro Alessandri;Saturday;9:45;P7;57.13;26.46;136;0;2;0;35
15081;Avenida José Pedro Alessandri;Saturday;10:00;P7;53;28.53;126.2;0;2;0;35
15082;Avenida José Pedro Alessandri;Saturday;10:15;P7;49.6;30.48;118.1;0;2;0;35
15083;Avenida José Pedro Alessandri;Saturday;10:30;P7;43.44;34.81;103.4;0;1;0;35
15084;Avenida José Pedro Alessandri;Saturday;10:45;P7;38.86;38.91;92.5;0;1;0;35
15085;Avenida José Pedro Alessandri;Saturday;11:00;P7;37.93;39.86;90.3;0;1;0;35
15086;Avenida José Pedro Alessandri;Saturday;11:15;P7;40.31;37.51;96;0;1;0;35
15087;Avenida José Pedro Alessandri;Saturday;11:30;P7;37.64;40.17;89.6;0;1;0;35
15088;Avenida José Pedro Alessandri;Saturday;11:45;P7;40.88;36.98;97.3;0;1;0;35
15089;Avenida José Pedro Alessandri;Saturday;12:00;P7;40.46;37.37;96.3;0;1;0;35
15090;Avenida José Pedro Alessandri;Saturday;12:15;P31;42.19;35.84;100.4;0;1;0;35
15091;Avenida José Pedro Alessandri;Saturday;12:30;P31;44.23;34.18;105.3;0;1;0;35
15092;Avenida José Pedro Alessandri;Saturday;12:45;P31;44.27;34.16;105.4;0;1;0;35
15093;Avenida José Pedro Alessandri;Saturday;13:00;P31;45.47;33.25;108.3;0;1;0;35
15094;Avenida José Pedro Alessandri;Saturday;13:15;P31;54.47;27.76;129.7;0;2;0;35
15095;Avenida José Pedro Alessandri;Saturday;13:30;P31;51.64;29.28;123;0;2;0;35
15096;Avenida José Pedro Alessandri;Saturday;13:45;P31;51.31;29.47;122.2;0;2;0;35
15097;Avenida José Pedro Alessandri;Saturday;14:00;P31;50;30.24;119;0;2;0;35
15098;Avenida José Pedro Alessandri;Saturday;14:15;P31;53.31;28.36;126.9;0;2;0;35
15099;Avenida José Pedro Alessandri;Saturday;14:30;P31;50.94;29.68;121.3;0;2;0;35
15100;Avenida José Pedro Alessandri;Saturday;14:45;P31;53.25;28.39;126.8;0;2;0;35
15101;Avenida José Pedro Alessandri;Saturday;15:00;P31;48.35;31.27;115.1;0;2;0;35
15102;Avenida José Pedro Alessandri;Saturday;15:15;P31;46.75;32.34;111.3;0;1;0;35
15103;Avenida José Pedro Alessandri;Saturday;15:30;P31;51.5;29.36;122.6;0;2;0;35
15104;Avenida José Pedro Alessandri;Saturday;15:45;P7;49.92;30.29;118.9;0;2;0;35
15105;Avenida José Pedro Alessandri;Saturday;16:00;P7;45.93;32.92;109.4;0;1;0;35
15106;Avenida José Pedro Alessandri;Saturday;16:15;P7;46.06;32.83;109.7;0;1;0;35
15107;Avenida José Pedro Alessandri;Saturday;16:30;P7;48.56;31.14;115.6;0;2;0;35
15108;Avenida José Pedro Alessandri;Saturday;16:45;P7;49.31;30.66;117.4;0;2;0;35
15109;Avenida José Pedro Alessandri;Saturday;17:00;P7;48.62;31.1;115.8;0;2;0;35
15110;Avenida José Pedro Alessandri;Saturday;17:15;P7;47;32.17;111.9;0;1;0;35
15111;Avenida José Pedro Alessandri;Saturday;17:30;P6;47.06;32.13;112.1;0;2;0;35
15112;Avenida José Pedro Alessandri;Saturday;17:45;P6;47.33;31.94;112.7;0;2;0;35
15113;Avenida José Pedro Alessandri;Saturday;18:00;P6;46.56;32.47;110.9;0;1;0;35
15114;Avenida José Pedro Alessandri;Saturday;18:15;P6;48;31.5;114.3;0;2;0;35
15115;Avenida José Pedro Alessandri;Saturday;18:30;P6;46.18;32.74;109.9;0;1;0;35
15116;Avenida José Pedro Alessandri;Saturday;18:45;P6;44.46;34.01;105.9;0;1;0;35
15117;Avenida José Pedro Alessandri;Saturday;19:00;P6;43.84;34.49;104.4;0;1;0;35
15118;Avenida José Pedro Alessandri;Saturday;19:15;P6;46.08;32.81;109.7;0;1;0;35
15119;Avenida José Pedro Alessandri;Saturday;19:30;P6;48.6;31.11;115.7;0;2;0;35
15120;Avenida José Pedro Alessandri;Saturday;19:45;P6;49.2;30.73;117.1;0;2;0;35
15121;Avenida José Pedro Alessandri;Saturday;20:00;P6;50.35;30.03;119.9;0;2;0;35
15122;Avenida José Pedro Alessandri;Saturday;20:15;P6;50;30.24;119;0;2;0;35
15123;Avenida José Pedro Alessandri;Saturday;20:30;P6;49.35;30.64;117.5;0;2;0;35
15124;Avenida José Pedro Alessandri;Saturday;20:45;P6;48.71;31.04;116;0;2;0;35
15125;Avenida José Pedro Alessandri;Saturday;21:00;P6;48.87;30.94;116.3;0;2;0;35
15126;Avenida José Pedro Alessandri;Saturday;21:15;P6;44.43;34.03;105.8;0;1;0;35
15127;Avenida José Pedro Alessandri;Saturday;21:30;P6;40.8;37.06;97.1;0;1;0;35
15128;Avenida José Pedro Alessandri;Saturday;21:45;P7;38.6;39.17;91.9;0;1;0;35
15129;Avenida José Pedro Alessandri;Sunday;6:30;P8;31.4;48.15;74.8;0;1;0;35
15130;Avenida José Pedro Alessandri;Sunday;6:45;P8;32.47;46.57;77.3;0;1;0;35
15131;Avenida José Pedro Alessandri;Sunday;7:00;P8;31.25;48.38;74.4;0;1;0;35
15132;Avenida José Pedro Alessandri;Sunday;7:15;P8;30.6;49.41;72.9;0;1;0;35
15133;Avenida José Pedro Alessandri;Sunday;7:30;P8;30.33;49.85;72.2;0;1;0;35
15134;Avenida José Pedro Alessandri;Sunday;7:45;P8;32.5;46.52;77.4;0;1;0;35
15135;Avenida José Pedro Alessandri;Sunday;8:00;P8;31.33;48.26;74.6;0;1;0;35
15136;Avenida José Pedro Alessandri;Sunday;8:15;P8;29.94;50.5;71.3;0;1;0;35
15137;Avenida José Pedro Alessandri;Sunday;8:30;P8;32.29;46.83;76.9;0;1;0;35
15138;Avenida José Pedro Alessandri;Sunday;8:45;P8;37.8;40;90;0;1;0;35
15139;Avenida José Pedro Alessandri;Sunday;9:00;P8;34.44;43.91;82;0;1;0;35
15140;Avenida José Pedro Alessandri;Sunday;9:15;P8;34;44.47;81;0;1;0;35
15141;Avenida José Pedro Alessandri;Sunday;9:30;P8;34.69;43.58;82.6;0;1;0;35
